siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 08:00",5
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 08:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 08:00",4
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 08:00",9
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 08:00",0.1
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 08:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 07:00",7
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 07:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 07:00",4
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 07:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 07:00",0.11
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 07:00",0.2
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 07:00",7
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 07:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 07:00",4
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 07:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 07:00",0.11
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 07:00",0.2
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 06:00",8
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 06:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 06:00",6
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 06:00",4
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 06:00",0.09
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 06:00",0.1
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 06:00",8
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 06:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 06:00",6
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 06:00",4
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 06:00",0.09
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 06:00",0.1
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 05:00",6
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 05:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 05:00",15
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 05:00",4
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 05:00",0.08
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 05:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 05:00",6
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 05:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 05:00",15
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 05:00",4
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 05:00",0.08
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 05:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 04:00",7
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 04:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 04:00",8
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 04:00",5
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 04:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 04:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 04:00",7
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 04:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 04:00",8
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 04:00",5
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 04:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 04:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 03:00",6
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 03:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 03:00",5
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 03:00",4
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 03:00",0.06
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 03:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 03:00",6
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 03:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 03:00",5
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 03:00",4
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 03:00",0.06
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 03:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 02:00",1
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 02:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 02:00",6
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 02:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 02:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 02:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 02:00",1
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 02:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 02:00",6
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 02:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 02:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 02:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 01:00",3
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 01:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 01:00",5
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 01:00",7
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 01:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 01:00",0.1
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 01:00",3
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 01:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 01:00",5
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 01:00",7
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 01:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 01:00",0.1
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 00:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 00:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 00:00",6
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 00:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 00:00",0.09
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 00:00",0.2
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-25 00:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-25 00:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-25 00:00",6
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-25 00:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-25 00:00",0.09
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-25 00:00",0.2
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 23:00",8
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 23:00",2
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 23:00",8
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 23:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 23:00",0.1
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 23:00",0.2
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 23:00",8
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 23:00",2
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 23:00",8
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 23:00",6
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 23:00",0.1
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 23:00",0.2
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 22:00",8
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 22:00",3
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 22:00",13
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 22:00",7
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 22:00",0.12
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 22:00",0.5
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 22:00",8
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 22:00",3
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 22:00",13
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 22:00",7
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 22:00",0.12
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 22:00",0.5
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 21:00",2
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 21:00",4
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 21:00",9
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 21:00",8
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 21:00",0.14
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 21:00",0.4
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 21:00",2
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 21:00",4
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 21:00",9
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 21:00",8
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 21:00",0.14
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 21:00",0.4
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 20:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 20:00",4
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 20:00",10
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 20:00",10
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 20:00",0.15
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 20:00",0.5
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 20:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 20:00",4
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 20:00",10
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 20:00",10
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 20:00",0.15
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 20:00",0.5
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 19:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 19:00",2
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 19:00",8
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 19:00",16
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 19:00",0.12
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 19:00",0.1
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 19:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 19:00",2
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 19:00",8
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 19:00",16
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 19:00",0.12
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 19:00",0.1
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 18:00",5
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 18:00",2
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 18:00",10
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 18:00",17
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 18:00",0.11
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 18:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 18:00",5
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 18:00",2
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 18:00",10
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 18:00",17
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 18:00",0.11
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 18:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 17:00",6
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 17:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 17:00",13
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 17:00",19
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 17:00",0.11
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 17:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 17:00",6
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 17:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 17:00",13
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 17:00",19
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 17:00",0.11
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 17:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 16:00",2
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 16:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 16:00",5
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 16:00",18
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 16:00",0.08
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 16:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 16:00",2
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 16:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 16:00",5
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 16:00",18
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 16:00",0.08
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 16:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 15:00",3
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 15:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 15:00",2
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 15:00",17
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 15:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 15:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 15:00",3
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 15:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 15:00",2
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 15:00",17
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 15:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 15:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 14:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 14:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 14:00",3
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 14:00",22
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 14:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 14:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 14:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 14:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 14:00",3
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 14:00",22
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 14:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 14:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 13:00",1
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 13:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 13:00",7
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 13:00",20
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 13:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 13:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 13:00",1
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 13:00",0
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 13:00",7
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 13:00",20
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 13:00",0.07
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 13:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 12:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 12:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 12:00",10
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 12:00",19
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 12:00",0.08
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 12:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 12:00",4
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 12:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 12:00",10
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 12:00",19
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 12:00",0.08
63,花蓮,花蓮縣,1,二氧化硫,SO2,ppb,"2025-08-24 12:00",0
63,花蓮,花蓮縣,33,細懸浮微粒,PM2.5,μg/m3,"2025-08-24 11:00",5
63,花蓮,花蓮縣,7,二氧化氮,NO2,ppb,"2025-08-24 11:00",1
63,花蓮,花蓮縣,4,懸浮微粒,PM10,μg/m3,"2025-08-24 11:00",11
63,花蓮,花蓮縣,3,臭氧,O3,ppb,"2025-08-24 11:00",18
63,花蓮,花蓮縣,2,一氧化碳,CO,ppm,"2025-08-24 11:00",0.08
